,airline_sentiment,text,label
312,neutral, VirginAmerica brought it all the way across the country today I see http t co TKaUyGcPmS,0
313,positive, VirginAmerica thank you I absolutely will ,1
314,negative, virginamerica Looks like a broken link for your assets https t co OArDjjGrrD,2
315,neutral, VirginAmerica are you ready Let s say it together Noooo turbulence today ,0
316,negative, virginamerica the manage itinerary section of your website seems to be broken for me https t co 2pUJvCElNg,2
317,negative, VirginAmerica can t check in your site looks like this every time it loads http t co kAcY2AwDbW,2
318,neutral, VirginAmerica can u help this FreyaBevan Fund needs urgent treatment in 2y old battling cancer could u help with flights freyasfund,0
319,neutral, virginamerica may start service to Hawaii from SanFrancisco this year http t co yPo7nYpRZl biztravel,0
320,negative, virginAmerica Other carriers are less than half price for a round trip fare I am stunned http t co UKdjjijroW,2
321,negative, VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is 550 ,2
322,neutral, VirginAmerica add DTW and I m sold ,0
323,positive, VirginAmerica How about some free drinks on the flight back for the free promo ,1
324,positive, VirginAmerica SSal thanks ,1
325,neutral, VirginAmerica momma I made it ,0
326,neutral, VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM Need it returned Call 914 329 0185 ,0
327,neutral, VirginAmerica help I was On Flight 27 from JKF tonight seat 7C left portfolio Need it back ,0
328,neutral, VirginAmerica shrinerack Seattle bound Wifey got me the duffle for vday She s a keeper Holla http t co JlOIbLnair,0
329,negative, VirginAmerica my luggage is gone I ve filed my paperwork promised a call email Still no resolution or response from central luggage ,2
330,neutral, VirginAmerica Debbie Baldwin gave a rockstar performance of the safety demo this evening on VX919 LAS2SFO BestCrew SheRocks,0
331,positive, VirginAmerica Thanks ,1
332,positive, VirginAmerica thanks for taking care of SuuperG on her flight rockstars travel,1
333,positive, VirginAmerica Thanks for the lovely soft views travel SAN to SFO http t co CnctL7G1ef,1
334,negative, VirginAmerica I requested a mileage challenge for status several weeks ago online but haven t heard back How do I get help with this ,2
335,negative, VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling Don t worry I ll keep trying ,2
336,neutral, VirginAmerica Many Thanks for the Follow ourprincess freyasfund USA Bandie Looking for Any Help http t co UJfS9Zi6kd,0
337,neutral, VirginAmerica Nice Lofty View flyLAXairport SilverStatus http t co F4Tp0dAwbd,0
338,negative, VirginAmerica Applied for Status Match on Feb 1 Got confirmation email same day Still no news though You guys have dropped ball Late Flightly ,2
339,neutral, VirginAmerica is my new go to airline,0
340,neutral, VirginAmerica VirginAtlantic GMA AmericanAir Can You Help ourprincess in need of some help in USA http t co 778AzTDaer,0
341,positive, VirginAmerica I adore you and am so looking forward to my flight to Austin in two weeks ,1
342,positive, VirginAmerica I was so glad it was mentioned I took my first virgin flight a few years back and it was a transformative experience ,1
343,neutral, VirginAmerica Flight Booking Problems flight to uphold my status match Do taxes on ticket count as earned status points statusmatch virginamerica,0
344,negative, VirginAmerica trying to check in but looks like your site is down ,2
345,negative, VirginAmerica spending my birthday night with you DAL DCA Get me home ,2
346,negative, VirginAmerica Sent a couple messages to the email you provided but to no avail Will try again next year Cheers ,2
347,positive, VirginAmerica first time flying Virgin went to SanFrancisco Thanks for the smooth ride Easily my new fav airline ,1
348,negative, VirginAmerica seriously though will there not be direct flights from SFO FLL in may ,2
349,negative, VirginAmerica It s fine Already done with my purchase But you should try it Just go most of the way through then go back 3,2
350,negative, virginamerica not really the experience I was hoping 4 I ws forced 2 check in a small carry on w nothing but empty cabin space on board,2
351,negative, VirginAmerica wjere is our luggage so slow at lax,2
352,neutral, VirginAmerica to jump into the Dallas Austin market http t co SzR0pioA21,0
353,negative, VirginAmerica I spoke with a representative that offered no solution I am a loyal customer who flies on VirginAtlantic as well,2
354,negative, VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,2
355,negative, VirginAmerica what happened to direct flights from SFO FLL Looking in May only see connecting help dontdothistome,2
356,neutral, virginamerica Can you help Left my blazer in Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax Flight to sfo,0
357,neutral, VirginAmerica partners with Visa Checkout as mobile payment method to help boost mobile conversion rates etailwest payments visa,0
358,positive, VirginAmerica just promoting the product is all had a problem with southwest and recommend noneother than the best http t co tFaNXBh1Cf,1
359,positive, VirginAmerica love you guys but pls get some direct routes LAS to AUS ,1
360,neutral, VirginAmerica i would like help with some flights please ,0
361,neutral,Bruh VirginAmerica giannilee Turn down for what VXSafetyDance ,0
362,positive, VirginAmerica of course I work for VirginAtlantic and I m obsessed with the entire Virgin family ,1
363,positive, VirginAmerica ok first time flying with you tonight ,1
364,neutral, virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO Just needs a cabaret singer Think about it ,0
365,neutral, VirginAmerica Done but I need the receipt ASAP Could you please help 150219 000114,0
366,negative, VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using http t co 3fq3XElbOn,2
367,negative, VirginAmerica on VX399 from JFK to LA dirty plane not up to your standards ,2
368,negative, VirginAmerica on flight VX399 headed to LA from JFK dirtiest VA plane I have ever been on Sad for a great airline ,2
369,positive, VirginAmerica got it squared away Someone picked up as soon as I tweeted Should have tweeted sooner ,1
370,negative, VirginAmerica your Avis rental continue button doesn t work on your website to book car Tried 4 times on phone This sucks ,2
371,negative, VirginAmerica delayed to10 30 ,2
372,negative, VirginAmerica currently in minute 10 of being on hold with cust service Do I need to do anything to add a lap child to my reservation ,2
373,neutral, VirginAmerica Adds Pillows Instead of Lie Flat Seats in First Class Arms Race http t co SfjDuahx9Z by skift,0
374,positive, VirginAmerica KarinSLee Of course Have fun celebrating Thanks Happy Chinese New Year ,1
375,positive, VirginAmerica Flight Booking Problems last second flight for next week from SFO to SAN any chance you want to gift me a promo code since I love you guys,1
376,negative, VirginAmerica Comenity Bank is a joke Please change Nothing but constant problems with this bank,2
377,neutral, VirginAmerica I just did how can I DM Do u have to also add me ,0
378,positive, VirginAmerica For my Grandma Ella s 80th she would lt 3 a bday greeting from your flight crew She was a stewardess for Eastern Airlines ,1
379,positive, VirginAmerica Just bought tix for ATX Dallas route thanks for adding that Love yr airline amp yr website is BEST transactional site EVER,1
380,neutral, VirginAmerica Anytime sugafly ,0
381,positive, VirginAmerica gave a credit for my Late Flight flight yesterday Great service That s a Wow moment Unexpected gesture ,1
382,neutral, VirginAmerica I need a receipt for a flight change Can you send one ,0
383,negative, VirginAmerica I submitted a status match request a while back and still haven t heard I m flying on Monday Can you look accelerate ,2
384,positive, VirginAmerica had me at their safety video http t co CqMm7nuE9m LOVED my first cross country flight livewelltraveled sytycd,1
385,positive, VirginAmerica that doesn t look to fat to me It looks yummy ,1
386,neutral, VirginAmerica CEO says Southwest amp jetblue have strayed from low cost model http t co 96Sctomh29,0
387,neutral, VirginAmerica a brilliant brisk am in Boston in cue for vx363 http t co rMZNIVGmg6,0
388,neutral, VirginAmerica Atlantic ploughs a lone furrow in the MiddleEast http t co FVUdmh27pF TheNationalUAE,0
389,neutral, VirginAmerica Atlantic ploughs a lone furrow in the MiddleEast http t co DCoBoKN7EE TheNationalUAE,0
390,neutral, VirginAmerica Atlantic ploughs a lone furrow in the MiddleEast http t co vw4P4T4tLh TheNationalUAE,0
391,positive, VirginAmerica omg omg nonstop Dallas to Austin on virgin ,1
392,positive, VirginAmerica Your planes are really pretty Just thought u should know that ,1
393,neutral, VirginAmerica when are you flying to hawaii,0
394,negative, VirginAmerica I m pulling my hair out trying to book a flight with u Your site doesn t work on iPhone or iPad don t have a computer help,2
395,positive, VirginAmerica thank you,1
396,negative, VirginAmerica Can I get some help with a support ticket It s been 15 days Incident 150202 000419 Thank you ,2
397,positive, VirginAmerica good to be home texas moodlighting http t co N3BVZTY3zI,1
398,negative, VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this Let me out of here ,2
399,negative, VirginAmerica I am in seat 4C and I cannot even open my laptop and I paid extra for this seat ,2
400,neutral, VirginAmerica If only you guys were starting those flights at the end of the month Guess I m still road tripping on Feb 27 ,0
401,positive, VirginAmerica thanks for that Been needing a way to make those Austin trips from DCA and now you ve come through ,1
